"","Bracket","Picks","Round","Game"
"950","Butt Thunder","Texas",32,"G5"
"951","Butt Thunder","Notre Dame",32,"G6"
"952","Butt Thunder","Wichita St.",32,"G7"
"953","Butt Thunder","Kansas",32,"G8"
"954","Butt Thunder","Wisconsin",32,"G9"
"955","Butt Thunder","Oregon",32,"G10"
"956","Butt Thunder","Arkansas",32,"G11"
"957","Butt Thunder","N. Carolina",32,"G12"
"958","Butt Thunder","Mississippi",32,"G13"
"959","Butt Thunder","Baylor",32,"G14"
"960","Butt Thunder","Ohio St.",32,"G15"
"961","Butt Thunder","Arizona",32,"G16"
"962","Butt Thunder","Villanova",32,"G17"
"963","Butt Thunder","N.C. State",32,"G18"
"964","Butt Thunder","Northern Iowa",32,"G19"
"965","Butt Thunder","Louisville",32,"G20"
"966","Butt Thunder","Dayton",32,"G21"
"967","Butt Thunder","Oklahoma",32,"G22"
"968","Butt Thunder","Michigan St.",32,"G23"
"969","Butt Thunder","Virginia",32,"G24"
"970","Butt Thunder","Duke",32,"G25"
"971","Butt Thunder","S. Diego St.",32,"G26"
"972","Butt Thunder","S.F. Austin",32,"G27"
"973","Butt Thunder","Georgetown",32,"G28"
"974","Butt Thunder","SMU",32,"G29"
"975","Butt Thunder","Iowa St.",32,"G30"
"976","Butt Thunder","Davidson",32,"G31"
"977","Butt Thunder","Gonzaga",32,"G32"
"978","Butt Thunder","Kentucky",16,"G33"
"979","Butt Thunder","Maryland",16,"G34"
"980","Butt Thunder","Notre Dame",16,"G35"
"981","Butt Thunder","Kansas",16,"G36"
"982","Butt Thunder","Wisconsin",16,"G37"
"983","Butt Thunder","N. Carolina",16,"G38"
"984","Butt Thunder","Baylor",16,"G39"
"985","Butt Thunder","Arizona",16,"G40"
"986","Butt Thunder","Villanova",16,"G41"
"987","Butt Thunder","Louisville",16,"G42"
"988","Butt Thunder","Oklahoma",16,"G43"
"989","Butt Thunder","Michigan St.",16,"G44"
"990","Butt Thunder","Duke",16,"G45"
"991","Butt Thunder","Georgetown",16,"G46"
"992","Butt Thunder","Iowa St.",16,"G47"
"993","Butt Thunder","Gonzaga",16,"G48"
"994","Butt Thunder","Kentucky",8,"G49"
"995","Butt Thunder","Notre Dame",8,"G50"
"996","Butt Thunder","N. Carolina",8,"G51"
"997","Butt Thunder","Arizona",8,"G52"
"998","Butt Thunder","Louisville",8,"G53"
"999","Butt Thunder","Michigan St.",8,"G54"
"1000","Butt Thunder","Duke",8,"G55"
"1001","Butt Thunder","Iowa St.",8,"G56"
"1002","Butt Thunder","Kentucky",4,"G57"
"1003","Butt Thunder","Arizona",4,"G58"
"1004","Butt Thunder","Louisville",4,"G59"
"1005","Butt Thunder","Duke",4,"G60"
"1006","Butt Thunder","Kentucky",2,"G61"
"1007","Butt Thunder","Duke",2,"G62"
"1008","Butt Thunder","Kentucky",1,"G63"
"1009","scott's Official Bracket","Kentucky",32,"G1"
"1010","scott's Official Bracket","Purdue",32,"G2"
"1011","scott's Official Bracket","Buffalo",32,"G3"
"1012","scott's Official Bracket","Maryland",32,"G4"
"1013","scott's Official Bracket","Butler",32,"G5"
"1014","scott's Official Bracket","Notre Dame",32,"G6"
"1015","scott's Official Bracket","Wichita St.",32,"G7"
"1016","scott's Official Bracket","Kansas",32,"G8"
"1017","scott's Official Bracket","Wisconsin",32,"G9"
"1018","scott's Official Bracket","Oregon",32,"G10"
"1019","scott's Official Bracket","Arkansas",32,"G11"
"1020","scott's Official Bracket","N. Carolina",32,"G12"
"1021","scott's Official Bracket","Mississippi",32,"G13"
"1022","scott's Official Bracket","Baylor",32,"G14"
"1023","scott's Official Bracket","Ohio St.",32,"G15"
"1024","scott's Official Bracket","Arizona",32,"G16"
"1025","scott's Official Bracket","Villanova",32,"G17"
"1026","scott's Official Bracket","LSU",32,"G18"
"1027","scott's Official Bracket","Wyoming",32,"G19"
"1028","scott's Official Bracket","Louisville",32,"G20"
"1029","scott's Official Bracket","Providence",32,"G21"
"1030","scott's Official Bracket","Albany",32,"G22"
"1031","scott's Official Bracket","Michigan St.",32,"G23"
"1032","scott's Official Bracket","Virginia",32,"G24"
"1033","scott's Official Bracket","Duke",32,"G25"
"1034","scott's Official Bracket","S. Diego St.",32,"G26"
"1035","scott's Official Bracket","Utah",32,"G27"
"1036","scott's Official Bracket","Georgetown",32,"G28"
"1037","scott's Official Bracket","SMU",32,"G29"
"1038","scott's Official Bracket","Iowa St.",32,"G30"
"1039","scott's Official Bracket","Iowa",32,"G31"
"1040","scott's Official Bracket","Gonzaga",32,"G32"
"1041","scott's Official Bracket","Kentucky",16,"G33"
"1042","scott's Official Bracket","Maryland",16,"G34"
"1043","scott's Official Bracket","Notre Dame",16,"G35"
"1044","scott's Official Bracket","Wichita St.",16,"G36"
"1045","scott's Official Bracket","Wisconsin",16,"G37"
"1046","scott's Official Bracket","N. Carolina",16,"G38"
"1047","scott's Official Bracket","Baylor",16,"G39"
"1048","scott's Official Bracket","Arizona",16,"G40"
"1049","scott's Official Bracket","Villanova",16,"G41"
"1050","scott's Official Bracket","Wyoming",16,"G42"
"1051","scott's Official Bracket","Providence",16,"G43"
"1052","scott's Official Bracket","Michigan St.",16,"G44"
"1053","scott's Official Bracket","Duke",16,"G45"
"1054","scott's Official Bracket","Utah",16,"G46"
"1055","scott's Official Bracket","Iowa St.",16,"G47"
"1056","scott's Official Bracket","Gonzaga",16,"G48"
"1057","scott's Official Bracket","Kentucky",8,"G49"
"1058","scott's Official Bracket","Wichita St.",8,"G50"
"1059","scott's Official Bracket","Wisconsin",8,"G51"
"1060","scott's Official Bracket","Arizona",8,"G52"
"1061","scott's Official Bracket","Villanova",8,"G53"
"1062","scott's Official Bracket","Michigan St.",8,"G54"
"1063","scott's Official Bracket","Utah",8,"G55"
"1064","scott's Official Bracket","Iowa St.",8,"G56"
"1065","scott's Official Bracket","Kentucky",4,"G57"
"1066","scott's Official Bracket","Wisconsin",4,"G58"
"1067","scott's Official Bracket","Villanova",4,"G59"
"1068","scott's Official Bracket","Iowa St.",4,"G60"
"1069","scott's Official Bracket","Kentucky",2,"G61"
"1070","scott's Official Bracket","Iowa St.",2,"G62"
"1071","scott's Official Bracket","Kentucky",1,"G63"
"1072","I Make Them Trimble With Fear","Kentucky",32,"G1"
"1073","I Make Them Trimble With Fear","Purdue",32,"G2"
"1074","I Make Them Trimble With Fear","West Virginia",32,"G3"
"1075","I Make Them Trimble With Fear","Maryland",32,"G4"
"1076","I Make Them Trimble With Fear","Texas",32,"G5"
"1077","I Make Them Trimble With Fear","Notre Dame",32,"G6"
"1078","I Make Them Trimble With Fear","Wichita St.",32,"G7"
"1079","I Make Them Trimble With Fear","Kansas",32,"G8"
"1080","I Make Them Trimble With Fear","Wisconsin",32,"G9"
"1081","I Make Them Trimble With Fear","Oregon",32,"G10"
"1082","I Make Them Trimble With Fear","Arkansas",32,"G11"
"1083","I Make Them Trimble With Fear","N. Carolina",32,"G12"
"1084","I Make Them Trimble With Fear","Mississippi",32,"G13"
"1085","I Make Them Trimble With Fear","Baylor",32,"G14"
"1086","I Make Them Trimble With Fear","Ohio St.",32,"G15"
"1087","I Make Them Trimble With Fear","Arizona",32,"G16"
"1088","I Make Them Trimble With Fear","Villanova",32,"G17"
"1089","I Make Them Trimble With Fear","LSU",32,"G18"
"1090","I Make Them Trimble With Fear","Northern Iowa",32,"G19"
"1091","I Make Them Trimble With Fear","Louisville",32,"G20"
"1092","I Make Them Trimble With Fear","Dayton",32,"G21"
"1093","I Make Them Trimble With Fear","Oklahoma",32,"G22"
"1094","I Make Them Trimble With Fear","Michigan St.",32,"G23"
"1095","I Make Them Trimble With Fear","Virginia",32,"G24"
"1096","I Make Them Trimble With Fear","Duke",32,"G25"
"1097","I Make Them Trimble With Fear","St. John's",32,"G26"
"1098","I Make Them Trimble With Fear","S.F. Austin",32,"G27"
"1099","I Make Them Trimble With Fear","Eastern Wash.",32,"G28"
"1100","I Make Them Trimble With Fear","SMU",32,"G29"
"1101","I Make Them Trimble With Fear","Iowa St.",32,"G30"
"1102","I Make Them Trimble With Fear","Iowa",32,"G31"
"1103","I Make Them Trimble With Fear","Gonzaga",32,"G32"
"1104","I Make Them Trimble With Fear","Kentucky",16,"G33"
"1105","I Make Them Trimble With Fear","Maryland",16,"G34"
"1106","I Make Them Trimble With Fear","Notre Dame",16,"G35"
"1107","I Make Them Trimble With Fear","Kansas",16,"G36"
"1108","I Make Them Trimble With Fear","Wisconsin",16,"G37"
"1109","I Make Them Trimble With Fear","N. Carolina",16,"G38"
"1110","I Make Them Trimble With Fear","Baylor",16,"G39"
"1111","I Make Them Trimble With Fear","Arizona",16,"G40"
"1112","I Make Them Trimble With Fear","Villanova",16,"G41"
"1113","I Make Them Trimble With Fear","Louisville",16,"G42"
"1114","I Make Them Trimble With Fear","Oklahoma",16,"G43"
"1115","I Make Them Trimble With Fear","Virginia",16,"G44"
"1116","I Make Them Trimble With Fear","Duke",16,"G45"
"1117","I Make Them Trimble With Fear","S.F. Austin",16,"G46"
"1118","I Make Them Trimble With Fear","SMU",16,"G47"
"1119","I Make Them Trimble With Fear","Gonzaga",16,"G48"
"1120","I Make Them Trimble With Fear","Kentucky",8,"G49"
"1121","I Make Them Trimble With Fear","Notre Dame",8,"G50"
"1122","I Make Them Trimble With Fear","Wisconsin",8,"G51"
"1123","I Make Them Trimble With Fear","Arizona",8,"G52"
"1124","I Make Them Trimble With Fear","Louisville",8,"G53"
"1125","I Make Them Trimble With Fear","Virginia",8,"G54"
"1126","I Make Them Trimble With Fear","Duke",8,"G55"
"1127","I Make Them Trimble With Fear","SMU",8,"G56"
"1128","I Make Them Trimble With Fear","Kentucky",4,"G57"
"1129","I Make Them Trimble With Fear","Wisconsin",4,"G58"
"1130","I Make Them Trimble With Fear","Virginia",4,"G59"
"1131","I Make Them Trimble With Fear","Duke",4,"G60"
"1132","I Make Them Trimble With Fear","Kentucky",2,"G61"
"1133","I Make Them Trimble With Fear","Duke",2,"G62"
"1134","I Make Them Trimble With Fear","Kentucky",1,"G63"
"1135","Hokies go Undefeated in Tourny","Kentucky",32,"G1"
"1136","Hokies go Undefeated in Tourny","Cincinnati",32,"G2"
"1137","Hokies go Undefeated in Tourny","West Virginia",32,"G3"
"1138","Hokies go Undefeated in Tourny","Maryland",32,"G4"
"1139","Hokies go Undefeated in Tourny","Butler",32,"G5"
"1140","Hokies go Undefeated in Tourny","Notre Dame",32,"G6"
"1141","Hokies go Undefeated in Tourny","Indiana",32,"G7"
"1142","Hokies go Undefeated in Tourny","Kansas",32,"G8"
"1143","Hokies go Undefeated in Tourny","Wisconsin",32,"G9"
"1144","Hokies go Undefeated in Tourny","Oklahoma St.",32,"G10"
"1145","Hokies go Undefeated in Tourny","Wofford",32,"G11"
"1146","Hokies go Undefeated in Tourny","N. Carolina",32,"G12"
"1147","Hokies go Undefeated in Tourny","Xavier",32,"G13"
"1148","Hokies go Undefeated in Tourny","Baylor",32,"G14"
"1149","Hokies go Undefeated in Tourny","VCU",32,"G15"
"1150","Hokies go Undefeated in Tourny","Arizona",32,"G16"
"1151","Hokies go Undefeated in Tourny","Villanova",32,"G17"
"1152","Hokies go Undefeated in Tourny","N.C. State",32,"G18"
"1153","Hokies go Undefeated in Tourny","Northern Iowa",32,"G19"
"1154","Hokies go Undefeated in Tourny","Louisville",32,"G20"
"1155","Hokies go Undefeated in Tourny","Providence",32,"G21"
"1156","Hokies go Undefeated in Tourny","Oklahoma",32,"G22"
"1157","Hokies go Undefeated in Tourny","Georgia",32,"G23"
"1158","Hokies go Undefeated in Tourny","Virginia",32,"G24"
"1159","Hokies go Undefeated in Tourny","Duke",32,"G25"
"1160","Hokies go Undefeated in Tourny","St. John's",32,"G26"
"1161","Hokies go Undefeated in Tourny","Utah",32,"G27"
"1162","Hokies go Undefeated in Tourny","Georgetown",32,"G28"
"1163","Hokies go Undefeated in Tourny","UCLA",32,"G29"
"1164","Hokies go Undefeated in Tourny","Iowa St.",32,"G30"
"1165","Hokies go Undefeated in Tourny","Davidson",32,"G31"
"1166","Hokies go Undefeated in Tourny","Gonzaga",32,"G32"
"1167","Hokies go Undefeated in Tourny","Kentucky",16,"G33"
"1168","Hokies go Undefeated in Tourny","West Virginia",16,"G34"
"1169","Hokies go Undefeated in Tourny","Notre Dame",16,"G35"
"1170","Hokies go Undefeated in Tourny","Kansas",16,"G36"
"1171","Hokies go Undefeated in Tourny","Wisconsin",16,"G37"
"1172","Hokies go Undefeated in Tourny","N. Carolina",16,"G38"
"1173","Hokies go Undefeated in Tourny","Xavier",16,"G39"
"1174","Hokies go Undefeated in Tourny","Arizona",16,"G40"
"1175","Hokies go Undefeated in Tourny","Villanova",16,"G41"
"1176","Hokies go Undefeated in Tourny","Louisville",16,"G42"
"1177","Hokies go Undefeated in Tourny","Oklahoma",16,"G43"
"1178","Hokies go Undefeated in Tourny","Virginia",16,"G44"
"1179","Hokies go Undefeated in Tourny","Duke",16,"G45"
"1180","Hokies go Undefeated in Tourny","Utah",16,"G46"
"1181","Hokies go Undefeated in Tourny","Iowa St.",16,"G47"
"1182","Hokies go Undefeated in Tourny","Gonzaga",16,"G48"
"1183","Hokies go Undefeated in Tourny","Kentucky",8,"G49"
"1184","Hokies go Undefeated in Tourny","Notre Dame",8,"G50"
"1185","Hokies go Undefeated in Tourny","Wisconsin",8,"G51"
"1186","Hokies go Undefeated in Tourny","Arizona",8,"G52"
"1187","Hokies go Undefeated in Tourny","Louisville",8,"G53"
"1188","Hokies go Undefeated in Tourny","Oklahoma",8,"G54"
"1189","Hokies go Undefeated in Tourny","Duke",8,"G55"
"1190","Hokies go Undefeated in Tourny","Gonzaga",8,"G56"
"1191","Hokies go Undefeated in Tourny","Kentucky",4,"G57"
"1192","Hokies go Undefeated in Tourny","Wisconsin",4,"G58"
"1193","Hokies go Undefeated in Tourny","Louisville",4,"G59"
"1194","Hokies go Undefeated in Tourny","Duke",4,"G60"
"1195","Hokies go Undefeated in Tourny","Kentucky",2,"G61"
"1196","Hokies go Undefeated in Tourny","Duke",2,"G62"
"1197","Hokies go Undefeated in Tourny","Duke",1,"G63"
